Frequency,Nominal,Min,Max
10000,0.00010622740864190732,0.00010672132753442334,0.0001057660993821638
10200,0.00010429905901026602,0.0001048006269478469,0.00010383145068603751
10400,0.00010244712952136632,0.00010295665071616024,0.00010197298817378952
10600,0.00010066737927155905,0.00010118517106701177,0.00010018646195097433
10800,0.00009895588489995156,0.00009948227857720989,0.00009846793916278148
11000,0.00009730901191665863,0.0000978443535597151,0.00009681377528948167
11200,0.00009572338911629647,0.00009626804054113954,0.00009522058852447385
11500,0.00009345301103135742,0.00009401234242464224,0.00009293832777684983
11800,0.0000913037949584911,0.00009187871939397456,0.00009077654861454913
12000,0.00008993397384777138,0.0000905198338161588,0.00008939795239046136
12200,0.00008861177311089137,0.00008920902571018705,0.00008806664042950888
12500,0.00008671299259294416,0.0000873282419939807,0.00008615352990035997
12800,0.000084909627883248,0.00008554403925556089,0.00008433499063639134
13000,0.00008375732309431494,0.00008440520223493594,0.00008317207108039336
13200,0.00008264299074044606,0.00008330492708966924,0.00008204670316585148
13500,0.00008103927249667463,0.00008172347140966025,0.00008042559783134659
13800,0.00007951256672619738,0.00008022054769285591,0.00007888043797727553
14000,0.00007853533129468143,0.00007926007651190373,0.00007789026699358733
14200,0.0000775891191471629,0.00007833140649416769,0.0000769305825921768
14500,0.00007622549224940683,0.00007699565497301574,0.00007554567892934868
14800,0.0000749255587784392,0.00007572562834415614,0.00007422309387388682
15000,0.0000740927145598217,0.00007491394692783072,0.0000733743285807174
15500,0.0000721225030606361,0.00007300141179388798,0.00007136116785808497
16000,0.00007030258067576557,0.00007124695119438566,0.00006949325630734818
16500,0.00006862263888824952,0.00006964172866155894,0.00006775948300082839
17000,0.00006707415634781097,0.0000681790848698033,0.00006615034716015708
17500,0.00006565028055063693,0.00006685455668295203,0.00006465778862687602
18000,0.00006434577239514969,0.00006566602081596564,0.0000632750623143187
18500,0.00006315701903667768,0.00006461400099185878,0.00006199665351247479
19000,0.00006208212775653538,0.00006370220494006196,0.000060818233677808575
19500,0.00006112112385759006,0.00006293839939516605,0.000059736659465766336
20000,0.000060276290827535635,0.00006233579048740326,0.00005875002169994381
20500,0.000059552713705024335,0.00006191513912326173,0.00005785775634204837
21000,0.00005895911884974373,0.00006170781047894195,0.00005706083722119603
21500,0.000058509141637102524,0.00006175942747847913,0.000056362081504242916
22000,0.00005822316861014065,0.00006213136996822894,0.000055766614945433186
22500,0.00005813076699775692,0.0000628895923980277,0.00005528256499663749
23000,0.00005827299527106813,0.00006405646395826708,0.00005492207005243683
23500,0.00005870133457431601,0.00006551814106079243,0.000054702684256522244
24000,0.00005946342813749267,0.00006700133267444115,0.00005464911811853563
24500,0.00006055866634531845,0.00006824862679925825,0.000054794672616595475
25000,0.00006187167203127242,0.00006917807195350555,0.000055179903487203124
25500,0.0000631775569848056,0.00006983644849590353,0.00005584183715582011
26000,0.00006428030730721279,0.00007029966024660278,0.00005678291274516435
27000,0.0000657242448694343,0.00007086517234814798,0.00005909584837438174
27500,0.00006615972989274088,0.00007103518186848341,0.00006012996952545675
28000,0.00006647469414586838,0.00007115677865516158,0.000060947803183684984
28500,0.00006670453815937658,0.00007124293779456881,0.00006155851752131818
29000,0.00006687280476357362,0.00007130400234394934,0.00006200618236189604
29500,0.00006699544980380891,0.0000713492033557591,0.00006233495000391552
30000,0.00006708394068367551,0.000071387984924801,0.00006257835586511037
30500,0.00006714717619794301,0.00007143132697352118,0.00006275960619427989
31000,0.00006719270889262726,0.00007149290152076165,0.00006289454059119857
31500,0.00006722770137462885,0.00007158952271515067,0.00006299432823287186
32000,0.00006725984886418051,0.00007173981310548183,0.00006306731355225476
33000,0.00006735430369934182,0.00007225021544904304,0.00006315871736008155
34000,0.00006757430054544597,0.00007291826336380494,0.00006321549400039503
35000,0.00006801450909044282,0.00007329218434115996,0.00006329064072812987
36000,0.00006859975144232626,0.00007309590803656371,0.00006345878150205614
37000,0.00006898208060032913,0.00007242901748005506,0.000063800537952404
39000,0.00006839471070144759,0.00007035261940120769,0.00006473151419019413
40000,0.0000676094148222853,0.00006914874929594309,0.00006482194546581517
41000,0.00006665912746991795,0.00006790610325460365,0.00006452544362559992
42000,0.00006561701008485627,0.00006665242006158693,0.00006394072360884317
43200,0.00006430691562753564,0.00006515707192925014,0.00006300515495191832
44500,0.00006286303035815842,0.00006356720896091234,0.00006183490164350285
45800,0.00006142546130814216,0.00006202088806022881,0.000060588079414848304
47500,0.00005958503121323416,0.00006007505547280555,0.000058921836139945415
48800,0.000058220175251877987,0.000058648835601881076,0.00005765362365813728
50000,0.00005699784493773362,0.00005738040015846757,0.000056501633383595694
51500,0.0000555233290370607,0.000055858896660542615,0.00005509681509680098
53000,0.000054109013927026815,0.000054406528318629825,0.0000537374773547321
55000,0.00005231567964121251,0.0000525726837256875,0.00005200122007508
56500,0.000051037789453596746,0.00005127017867197139,0.00005075727231381761
58000,0.00004981494192859849,0.00005002650338235219,0.00004956270170012761
60000,0.0000482657835250743,0.0000484541877389877,0.00004804449629203818
61500,0.000047161556586769964,0.000047335339248409644,0.00004695954340222708
63000,0.000046103896451123005,0.000046264987976355894,0.00004591849000586454
64500,0.000045090320662915095,0.000045240301060824945,0.000044919334422187345
66000,0.00004411844496145492,0.00004425862532908358,0.00004396006820143092
67500,0.00004318599810197971,0.000043317486385395866,0.00004303871753951325
68800,0.00004240810502526513,0.00004253282817854982,0.00004226940233729462
70000,0.00004171375145628889,0.000041832781157230144,0.00004158222733446457
71500,0.000040876259749965324,0.000040988824495918934,0.000040752841143534496
73200,0.00003996584941904638,0.00004007184833050382,0.000039850611819321246
75000,0.00003904410335530323,0.00003914390630116169,0.00003893653757952857
76500,0.00003830720797218876,0.000038402359970815074,0.00003820536937464494
78000,0.000037597118495721576,0.000037688025766572275,0.00003750048264163027
80000,0.0000366896501976479,0.00003677544916047095,0.00003659924421016437
82000,0.00003582434230161917,0.00003590557828921294,0.0000357394714196544
84000,0.00003499840357923895,0.00003507554500238919,0.000034918475105064076
86000,0.0000342092720561752,0.000034282723685181884,0.00003413377704878341
88000,0.000033454594093142006,0.000033524707658533205,0.00003338309289271044
90000,0.00003273220524307468,0.0000327992879692211,0.0000326643159184959
